idcuenta,idcliente,empresa,oficina,digcontrol,contrato,situacion,fecha_alta,fecha_baja,iban_total
972,972,7440,7321,428,270387308,A,2005-07-20,9999-12-31,ES9774407321428270387308
973,973,1506,9294,177,953379902,A,2012-01-21,9999-12-31,ES9215069294177953379902
974,974,7358,9928,360,189905336,B,2005-12-04,2017-11-13,ES0873589928360189905336
975,975,8498,7216,585,284320794,B,2016-06-14,2020-04-23,ES7984987216585284320794
976,976,4316,4731,287,891526763,B,2018-12-29,2019-02-20,ES4743164731287891526763
977,977,4159,8920,431,495487845,B,2006-10-12,2015-06-06,ES5841598920431495487845
978,978,8705,1059,637,907089655,A,2010-02-02,9999-12-31,ES0787051059637907089655
979,979,9402,3331,431,303985153,B,2017-01-12,2017-03-29,ES3894023331431303985153
980,980,7322,1409,527,359102459,A,2005-07-13,9999-12-31,ES8673221409527359102459
981,981,4605,1888,457,015066311,B,2010-01-21,2015-12-22,ES2546051888457015066311
982,982,3389,8331,795,905755108,A,2008-02-03,9999-12-31,ES4633898331795905755108
983,983,1483,2987,097,614535243,A,2008-01-24,9999-12-31,ES3114832987097614535243
984,984,0126,7567,207,940873287,A,2001-11-12,9999-12-31,ES9701267567207940873287
985,985,5663,2277,667,896060602,B,2015-06-12,2015-12-19,ES2156632277667896060602
986,986,4464,4948,218,666995809,B,2006-04-26,2021-06-25,ES0344644948218666995809
987,987,1943,0129,537,684166821,A,2007-07-24,9999-12-31,ES2919430129537684166821
988,988,8441,5459,543,153350658,A,2013-10-01,9999-12-31,ES9284415459543153350658
989,989,9362,0917,055,372024560,A,2019-12-25,9999-12-31,ES0393620917055372024560
990,990,1241,2732,190,368283157,B,2009-07-19,2012-02-20,ES5712412732190368283157
991,991,7974,8184,835,583541699,A,2011-05-12,9999-12-31,ES5679748184835583541699
992,992,3345,1577,964,613095303,B,2020-07-17,2022-03-24,ES9333451577964613095303
993,993,0472,8926,682,551408219,B,2019-10-27,2022-01-13,ES9504728926682551408219
994,994,1075,7952,416,067253137,B,2008-09-15,2020-07-12,ES2710757952416067253137
995,995,0859,0236,173,656352569,A,2010-06-01,9999-12-31,ES7308590236173656352569
996,996,5048,5465,406,497291870,B,2014-05-28,2017-01-03,ES8150485465406497291870
997,997,6566,6449,233,079889070,B,2010-07-06,2019-10-21,ES5365666449233079889070
998,998,2098,5478,754,558980329,A,2008-04-14,9999-12-31,ES4020985478754558980329
999,999,7182,5624,939,769573002,A,2021-11-12,9999-12-31,ES2371825624939769573002
